,0,1,2
0,lphg_thick,0.52,0.001524207692998344
1,rphg_thick,0.72,0.017606070989713674
2,lracc_thick,0.21,-0.02448130671586709
3,rracc_thick,0.79,0.023935198458995038
4,ltp_thick,0.33,-0.013065428903332179
5,rtp_thick,0.2,-0.025436149641210524
6,lphg_area,0.02,-0.0631201299101243
7,rphg_area,0.02,-0.0631201299101243
8,lracc_area,0.6,0.006871240262410732
9,rracc_area,0.64,0.01050363717146428
10,ltp_area,0.22,-0.023662169702685355
11,rtp_area,0.15,-0.03159985480832294
