,0,1,2
0,lphg_thick,0.66,0.01092025008992775
1,rphg_thick,0.51,-0.0006164559319694823
2,lracc_thick,0.58,0.004264722118800825
3,rracc_thick,0.9,0.03861859551601645
4,ltp_thick,0.02,-0.05903596214279459
5,rtp_thick,0.02,-0.05960433522321789
6,lphg_area,0.1,-0.03864594225108447
7,rphg_area,0.1,-0.03864594225108447
8,lracc_area,0.59,0.00538080561892535
9,rracc_area,0.79,0.02341813149043459
10,ltp_area,0.07,-0.04414059637292695
11,rtp_area,0.17,-0.029164847938486196
