rh.aparc.volume	rh_bankssts_volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_frontalpole_volume	rh_temporalpole_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-014_T1w	2580.0	2055.0	9021.0	4131.0	1612.0	11621.0	20487.0	14716.0	3387.0	22288.0	10388.0	8955.0	6973.0	17228.0	2001.0	4678.0	4331.0	3537.0	5920.0	3087.0	11338.0	3886.0	16050.0	12426.0	1424.0	20767.0	28041.0	13521.0	15708.0	11438.0	1604.0	2024.0	1349.0	8806.0	1405271.0	1697612.38665
sub-015_T1w	2635.0	1727.0	6253.0	3696.0	2567.0	11920.0	17963.0	12139.0	3158.0	14622.0	7743.0	7220.0	5627.0	15115.0	2165.0	3809.0	3637.0	3168.0	3596.0	2122.0	9862.0	3572.0	13348.0	10025.0	2170.0	16041.0	22575.0	12686.0	13354.0	10845.0	1268.0	2167.0	1141.0	7620.0	1206490.0	1582862.28241
sub-016_T1w	2630.0	2067.0	6206.0	5042.0	2100.0	10040.0	14689.0	13002.0	2635.0	16897.0	9026.0	10396.0	6462.0	13052.0	1986.0	4320.0	4135.0	2891.0	4877.0	3614.0	8666.0	3663.0	13464.0	12044.0	1869.0	14551.0	23845.0	14914.0	12376.0	11409.0	1076.0	2681.0	922.0	7511.0	1299781.0	1607862.1406
sub-017_T1w	2311.0	1871.0	5166.0	3281.0	1706.0	10958.0	13827.0	12000.0	1982.0	12849.0	6776.0	4834.0	5816.0	12258.0	2109.0	3270.0	3937.0	3347.0	4946.0	1761.0	9431.0	2603.0	11147.0	8833.0	2328.0	14996.0	18485.0	12412.0	13322.0	11026.0	1248.0	2524.0	1130.0	7127.0	1061826.0	1272420.99946
sub-018_T1w	2478.0	1984.0	5764.0	3827.0	1303.0	11481.0	16068.0	10643.0	2865.0	14491.0	8153.0	7883.0	5869.0	14300.0	2128.0	4306.0	5116.0	3079.0	4919.0	2098.0	9148.0	3375.0	13335.0	10889.0	2229.0	15922.0	21211.0	13647.0	13540.0	11923.0	1216.0	1781.0	1122.0	8265.0	1189996.0	1614009.15557
sub-019_T1w	2200.0	2260.0	5969.0	3219.0	1689.0	9364.0	17121.0	13180.0	2426.0	12874.0	8211.0	6447.0	5341.0	14830.0	2222.0	4127.0	3680.0	3142.0	4464.0	2353.0	7462.0	3530.0	14449.0	11076.0	1923.0	15783.0	24165.0	12965.0	12529.0	8710.0	1237.0	2003.0	902.0	8136.0	1163904.0	1455740.30688
sub-020_T1w	2072.0	1589.0	4843.0	3680.0	1920.0	8507.0	13702.0	12849.0	2446.0	11144.0	7771.0	8129.0	5227.0	11832.0	1893.0	3850.0	4071.0	2947.0	5899.0	2345.0	7719.0	2719.0	11556.0	8081.0	1914.0	13189.0	16537.0	12606.0	10679.0	8661.0	1305.0	2543.0	769.0	7248.0	1042296.0	1261785.79376
sub-021_T1w	3289.0	2419.0	6400.0	3514.0	1825.0	11295.0	19476.0	13427.0	2605.0	12744.0	8755.0	9175.0	6185.0	15300.0	2593.0	3828.0	3942.0	3512.0	4605.0	2463.0	10039.0	3486.0	12688.0	12309.0	2586.0	19639.0	21324.0	14826.0	13605.0	15461.0	1418.0	2360.0	1112.0	7212.0	1240049.0	1597304.32694
sub-022_T1w	2386.0	2470.0	6615.0	3224.0	2127.0	10176.0	14157.0	11967.0	2298.0	10741.0	8284.0	7190.0	6845.0	14261.0	2044.0	3622.0	4240.0	3160.0	4094.0	1961.0	9139.0	3101.0	12369.0	10346.0	2116.0	14354.0	20308.0	12361.0	11229.0	11614.0	988.0	2759.0	895.0	6963.0	1102014.0	1303246.16366
sub-023_T1w	2386.0	2529.0	5926.0	4039.0	2078.0	11995.0	16948.0	11924.0	2640.0	14415.0	9356.0	8450.0	6580.0	14622.0	2177.0	4043.0	3515.0	2910.0	4268.0	2545.0	9129.0	3305.0	13298.0	10878.0	2470.0	15976.0	19527.0	13925.0	12987.0	10817.0	1271.0	2742.0	1065.0	7992.0	1246391.0	1537642.56487
sub-024_T1w	2559.0	2282.0	6248.0	3078.0	1927.0	12038.0	17562.0	14446.0	2392.0	15017.0	8879.0	7152.0	5914.0	15116.0	2084.0	4526.0	4817.0	3675.0	5250.0	2184.0	10391.0	4240.0	14041.0	10246.0	2543.0	18162.0	25569.0	14177.0	12805.0	12613.0	1226.0	2338.0	1058.0	8261.0	1255451.0	1663340.46462
sub-025_T1w	1903.0	1892.0	3371.0	2343.0	2078.0	9097.0	14354.0	9580.0	2143.0	11213.0	7359.0	5065.0	4816.0	11315.0	1714.0	3092.0	3731.0	2570.0	4927.0	1350.0	7335.0	2803.0	10203.0	9375.0	1771.0	13350.0	17476.0	10395.0	10714.0	8340.0	1145.0	2414.0	837.0	6193.0	985481.0	1272313.41432
sub-026_T1w	1958.0	1842.0	5501.0	3342.0	1915.0	11404.0	15417.0	12313.0	2459.0	14117.0	8029.0	8583.0	4912.0	13011.0	2176.0	3617.0	3830.0	2814.0	3524.0	2338.0	9093.0	3492.0	13027.0	8842.0	1965.0	14235.0	20341.0	13098.0	12285.0	10745.0	1417.0	3009.0	1008.0	7441.0	1112801.0	1420887.66444
sub-027_T1w	1920.0	1635.0	4974.0	2789.0	2043.0	8253.0	15923.0	9512.0	2242.0	11161.0	6870.0	6703.0	5265.0	11709.0	1831.0	4100.0	3220.0	2763.0	4018.0	1711.0	8697.0	3124.0	14007.0	10257.0	1743.0	12945.0	21326.0	12305.0	9881.0	8410.0	901.0	1892.0	709.0	5742.0	1024278.0	1357572.87978
sub-028_T1w	3032.0	1694.0	5725.0	3502.0	1495.0	10021.0	17737.0	13851.0	2758.0	13338.0	8636.0	8995.0	7272.0	16231.0	2530.0	3449.0	3737.0	3204.0	4555.0	2548.0	10127.0	2901.0	11175.0	12232.0	2144.0	17837.0	22928.0	13665.0	13514.0	11483.0	1309.0	2189.0	713.0	7643.0	1220275.0	1556979.30939
sub-029_T1w	2526.0	1954.0	4965.0	3498.0	1859.0	9246.0	13881.0	12326.0	2654.0	14512.0	8147.0	8016.0	5835.0	16110.0	2245.0	4111.0	4913.0	3186.0	4864.0	2346.0	8575.0	2793.0	11554.0	10818.0	1701.0	16920.0	21913.0	13323.0	13563.0	11691.0	1105.0	2617.0	1103.0	7979.0	1179072.0	1424102.08776
sub-030_T1w	2404.0	1580.0	6680.0	3549.0	2740.0	12537.0	20187.0	14789.0	3074.0	14686.0	8611.0	8335.0	6018.0	13783.0	2273.0	3916.0	4263.0	3037.0	3277.0	2708.0	9514.0	3151.0	14745.0	11191.0	1833.0	15573.0	22786.0	14376.0	13348.0	12223.0	1309.0	2401.0	893.0	7292.0	1299968.0	1713723.85304
sub-031_T1w	2466.0	2677.0	6589.0	3137.0	1823.0	11057.0	15317.0	10434.0	2138.0	12514.0	8783.0	6928.0	5900.0	13523.0	2095.0	3832.0	4013.0	3102.0	4393.0	2063.0	7813.0	3333.0	12486.0	9983.0	2175.0	15312.0	19847.0	14300.0	12960.0	9612.0	1286.0	2924.0	849.0	7197.0	1104111.0	1377872.88351
sub-032_T1w	2424.0	2490.0	5754.0	3813.0	2670.0	11300.0	13798.0	9939.0	2588.0	17630.0	8191.0	9616.0	6178.0	12743.0	2517.0	4074.0	4631.0	2965.0	4731.0	2650.0	8942.0	4008.0	13982.0	11637.0	2614.0	16708.0	19487.0	15266.0	12315.0	11919.0	1169.0	3218.0	992.0	8712.0	1299686.0	1596877.1267
sub-033_T1w	2172.0	1734.0	5251.0	2416.0	1940.0	9936.0	13390.0	11717.0	2081.0	11916.0	7914.0	5862.0	5691.0	10840.0	2226.0	3650.0	4284.0	3317.0	4490.0	1656.0	9093.0	3012.0	13319.0	9177.0	2029.0	15094.0	21105.0	11987.0	11974.0	10840.0	1075.0	2658.0	977.0	8025.0	1128572.0	1439369.25747
sub-034_T1w	2252.0	2010.0	6861.0	4081.0	1818.0	9989.0	17380.0	14043.0	3027.0	15087.0	7831.0	7472.0	6127.0	15134.0	1665.0	3609.0	4994.0	2951.0	5877.0	2060.0	11108.0	3268.0	15702.0	12199.0	2249.0	17831.0	22351.0	16865.0	15295.0	11962.0	1640.0	2983.0	1041.0	7690.0	1229162.0	1525684.87981
sub-035_T1w	2391.0	1904.0	6253.0	3602.0	1683.0	9326.0	12575.0	9458.0	2117.0	11967.0	7209.0	6493.0	6024.0	12126.0	2107.0	4168.0	3860.0	2589.0	3694.0	2279.0	8177.0	3083.0	13717.0	9339.0	1622.0	13529.0	21240.0	13165.0	11476.0	10997.0	1041.0	1936.0	833.0	7748.0	1042844.0	1326650.75383
sub-036_T1w	2377.0	2062.0	6133.0	5459.0	2370.0	12118.0	20909.0	14528.0	4481.0	18781.0	9608.0	9850.0	6517.0	17446.0	2481.0	4522.0	5302.0	3239.0	4925.0	3657.0	10017.0	5412.0	14650.0	15069.0	2458.0	22467.0	30506.0	16294.0	16578.0	12307.0	1455.0	1711.0	1321.0	8974.0	1529914.0	1795649.1415
sub-037_T1w	2363.0	1372.0	5914.0	3577.0	1646.0	13246.0	17364.0	11981.0	3049.0	15008.0	7632.0	6006.0	5820.0	12855.0	2111.0	3471.0	3650.0	3190.0	5323.0	1663.0	8684.0	2839.0	13053.0	10280.0	2119.0	14681.0	21578.0	12285.0	13435.0	11016.0	1059.0	2779.0	974.0	8116.0	1189779.0	1421913.56174
sub-038_T1w	2623.0	1835.0	4215.0	2904.0	1571.0	9018.0	14746.0	9404.0	2372.0	11337.0	7376.0	6878.0	5344.0	12693.0	2122.0	3580.0	3513.0	2698.0	4632.0	2190.0	7671.0	2819.0	11527.0	9809.0	1705.0	12932.0	20782.0	11699.0	11223.0	8267.0	1349.0	2766.0	719.0	6371.0	1011164.0	1293854.93251
sub-039_T1w	2911.0	1720.0	5851.0	3477.0	1627.0	10365.0	18879.0	14071.0	3082.0	13762.0	9315.0	7888.0	6190.0	14582.0	2088.0	4400.0	4333.0	3673.0	4304.0	2128.0	9989.0	3427.0	15040.0	11949.0	1731.0	16891.0	20406.0	16019.0	12886.0	14822.0	1252.0	2353.0	1210.0	8097.0	1206333.0	1563635.10185
sub-040_T1w	2297.0	2570.0	5666.0	4241.0	2148.0	10828.0	15833.0	13158.0	2636.0	15850.0	9441.0	10195.0	6525.0	13660.0	2380.0	3426.0	4183.0	3119.0	4121.0	3733.0	9745.0	3145.0	14485.0	12319.0	2142.0	18877.0	20044.0	15820.0	12358.0	11954.0	1174.0	2985.0	993.0	8010.0	1299465.0	1682088.40236
sub-041_T1w	2263.0	1895.0	6719.0	4336.0	2208.0	11744.0	17055.0	12244.0	2593.0	18836.0	8326.0	8177.0	5876.0	13012.0	3188.0	5354.0	4252.0	2620.0	4382.0	2725.0	10646.0	3511.0	15785.0	12743.0	2386.0	16094.0	27414.0	16711.0	12253.0	11246.0	1138.0	2664.0	1214.0	8054.0	1285697.0	1555693.65613
sub-042_T1w	2806.0	1546.0	6260.0	3305.0	1748.0	12404.0	21783.0	14036.0	3270.0	16742.0	9817.0	9390.0	6772.0	16073.0	2206.0	4652.0	4499.0	3342.0	4354.0	2164.0	12135.0	3511.0	17078.0	10455.0	2809.0	20030.0	26930.0	16704.0	16827.0	14453.0	1327.0	2210.0	1311.0	9171.0	1341976.0	1654778.84701
sub-043_T1w	2093.0	1880.0	6621.0	4121.0	1662.0	9250.0	14455.0	12213.0	2812.0	15074.0	8578.0	8336.0	5745.0	13039.0	2471.0	4230.0	4318.0	3272.0	5079.0	2963.0	8097.0	2608.0	15941.0	11149.0	2461.0	20821.0	23438.0	15170.0	15309.0	9848.0	1653.0	2618.0	1555.0	7647.0	1230476.0	1542545.43646
sub-044_T1w	2406.0	2186.0	5949.0	4277.0	2415.0	11748.0	15271.0	12495.0	2922.0	18924.0	8594.0	9343.0	7316.0	12355.0	2345.0	4069.0	4342.0	3147.0	4946.0	2655.0	8827.0	3326.0	14152.0	11240.0	2204.0	17242.0	22876.0	12460.0	13751.0	13274.0	1304.0	2478.0	919.0	8168.0	1268691.0	1499521.89492
sub-045_T1w	2235.0	2014.0	5417.0	4554.0	1492.0	10459.0	14249.0	11419.0	2133.0	16117.0	8662.0	7034.0	5714.0	13190.0	2606.0	4092.0	3342.0	3354.0	5565.0	2208.0	8832.0	3296.0	15236.0	10312.0	1977.0	15632.0	22105.0	12516.0	13496.0	10679.0	1294.0	1778.0	1217.0	8280.0	1217367.0	1521688.29837
sub-046_T1w	3854.0	1420.0	6948.0	3661.0	2872.0	13592.0	23522.0	16290.0	2841.0	16721.0	10139.0	11351.0	8253.0	19424.0	2889.0	5059.0	5474.0	4118.0	5146.0	3366.0	12493.0	3223.0	16595.0	14907.0	2682.0	23584.0	31110.0	16441.0	16651.0	15782.0	1407.0	2916.0	1058.0	9547.0	1543487.0	1855470.1602
sub-047_T1w	2572.0	2767.0	7463.0	3532.0	2254.0	10948.0	21007.0	13113.0	3411.0	15771.0	8630.0	7904.0	7548.0	13610.0	2037.0	4081.0	4607.0	2999.0	4939.0	1797.0	10848.0	4521.0	15311.0	12100.0	2339.0	17184.0	22007.0	16263.0	12060.0	12773.0	1255.0	1936.0	910.0	7890.0	1329977.0	1696912.74338
sub-048_T1w	2475.0	1752.0	6731.0	4068.0	2267.0	12990.0	14600.0	13690.0	2879.0	16396.0	9063.0	9207.0	6197.0	14035.0	2175.0	3794.0	5589.0	3026.0	5268.0	3006.0	9581.0	3526.0	12146.0	12438.0	2113.0	16045.0	25695.0	13550.0	13225.0	13393.0	1501.0	3225.0	925.0	7453.0	1262207.0	1624755.45263
sub-049_T1w	2458.0	2673.0	9371.0	3590.0	2986.0	10124.0	17263.0	14411.0	2967.0	15961.0	9878.0	8291.0	6417.0	12999.0	2434.0	4567.0	5394.0	3793.0	4470.0	1831.0	10672.0	3448.0	17776.0	10666.0	2051.0	18870.0	25585.0	15368.0	13737.0	11319.0	1475.0	3068.0	1163.0	7398.0	1285222.0	1586941.43297
